_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,City,Course Name,Course Germany Ranking,Teaching language,_language Req.,_Admission without IELTS/TOEFL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine for winter,Application DeadLine for Summer,Duration,Go to course website,Submit application to,Logo URL,Responsible Person,_Daad SIte,Updated on,State,Comment,,
1140,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,"Elite Graduate Programme in East European Studies (Ludwig Maximilian University of Munich, Universität Regensburg)",,"English, German",,,,,None,Winter,15-Jun,,4 semesters,https://www.en.osteuropastudien.uni-muenchen.de/index.html,https://www.en.osteuropastudien.uni-muenchen.de/application/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4207/,11-May,,,,
1305,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Master of Science in Management – International Triple Degree,3 (For Management),English,,,,,Varied,Winter,15-May,,4 semesters,https://www.en.som.lmu.de/study/studiengaenge/itd/index.html,http://business.loyno.edu/mba/global-mba-program,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6945/,11-May,,,,
1417,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Master in Quantitative Economics,1 (For Economics),English,,,,NA,None,Winter,15-Mar,,4 semesters,https://www.en.mqe.econ.uni-muenchen.de/index.html,https://www.en.mqe.econ.uni-muenchen.de/application/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4791/,11-May,,,,
1444,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Doctoral Programme Classical and Ancient Studies (PAW),1 (For Classics and Ancient History),"English, German",,,,,None,Any time,Any time,Any time,6 semesters,https://www.graduatecenter.uni-muenchen.de/promotionsprogramme/paw.html,https://www.mzaw.uni-muenchen.de/paw/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4206/,11-May,,,,
1448,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Advanced Medical Physics for Image-Guided Cancer Therapy (GRK 2274),"2 (For Medical Physics), 1 (For Oncology and Cancer research)",English,,,,,None,Any time,NA,NA,6 semesters,https://www.graduatecenter.uni-muenchen.de/promotionsprogramme/grk2274.html,https://www.grk2274.de/grk2274,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5340/,11-May,,,,
1451,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,CRC 235 - PhD in Emergence of Life,1 (For Biology),English,,,,,None,Any time,NA,NA,8 semesters,https://www.graduatecenter.uni-muenchen.de/promotionsprogramme/sfb_trr_235.html,https://www.emergence-of-life.de/about-us/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5622/,11-May,,,,
1452,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Doctoral Programme - Statistics: Theory and Methods for Empirical Modelling,NA,English,,,,,None,Winter,Dec ,,4 semesters,https://www.graduatecenter.uni-muenchen.de/promotionsprogramme/pr2.html,https://www.statistik.uni-muenchen.de/promotionsprogramm/bewerbung/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4504/,11-May,,,,
1457,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Graduate School Life Science Munich: From Molecules to Systems (LSM),1 (For Molecular Biology),English,,,,,None,Any time,30-Nov,,6 semesters,https://www.graduatecenter.uni-muenchen.de/promotionsprogramme/lsm.html,https://www.lsm.bio.lmu.de/apply/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5271/,11-May,,,,
1459,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,i-Target: Immunotargeting of Cancer (Internationales Doktorandenkolleg - Elitenetzwerk Bayern),"1 (For Immunology), 1 (For Oncology and Cancer research)",English,,,,,None,Any time,NA,NA,8 semesters,https://www.graduatecenter.uni-muenchen.de/promotionsprogramme/i-target.html,itarget@med.uni-muenchen.de,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4485/,11-May,,,,
1461,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Integrated Analysis of Macromolecular Complexes and Hybrid Methods in Genome Biology (DFG GRK1721),1 (For Molecular Biology),English,,,,,,Any time,NA,NA,8 semesters,https://www.graduatecenter.uni-muenchen.de/promotionsprogramme/genome.html,,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4366/,11-May,,,,
1464,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,International Research Training Group on Chemical Biology of Epigenetic Modifications, 1 (For Genetics),English,,,,,None,Any time,15-Jul,,6 semesters,https://www.graduatecenter.uni-muenchen.de/promotionsprogramme/sfb1309.html,https://www.sfb1309.de/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6145/,11-May,,,,
1467,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Nanoagents for Spatiotemporal Control of Molecular and Cellular Reactions (DFG-SFB 1032 Integriertes GRK),1 (For Molecular Biology),English,,,,,None,Any time,NA,NA,6 semesters,https://www.graduatecenter.uni-muenchen.de/promotionsprogramme/nanoagents.html,https://www.portal.graduatecenter.uni-muenchen.de/ocgc/cens,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4449/,11-May,,,,
1470,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,RTG GRK2338 Targets in Toxicology - Deciphering Therapeutic Targets in Lung Toxicology,2 (For Toxicology),English,,,,,None,Any time,NA,NA,6 semesters,https://www.graduatecenter.uni-muenchen.de/promotionsprogramme/grk2338.html,https://www.grk2338.med.uni-muenchen.de/open-positions/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5456/,11-May,,,,
1505,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Atherosclerosis - Mechanisms and Networks of Novel Therapeutic Targets (CRC1123),1 (For Biology),English,,,,,None,Any time,15-Jul,31-Jan,6 semesters,https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/atherosclerosis.html,https://www.sfb1123.med.uni-muenchen.de/graduate-program/application/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5631/,11-May,,,,
1516,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Cell-Fate Decisions in the Immune System (DFG-SFB 1054 IRTG),1 (For Immunology),English,,,,,None,Any time,varied,varied,6 semesters,https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/sfb1054.html,https://www.sfb1054.med.uni-muenchen.de/open_positions1/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4495/,11-May,,,,
1519,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Chromatin Dynamics (Integrated Research Training Group IRTG-SFB 1064),1 (For Biology),English,,,,,None,Any time,1-Mar,,8 semesters,https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/chromatin.html,https://www.sfb1064.med.uni-muenchen.de/now-hiring/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4481/,11-May,,,,
1525,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Doctoral Programme Environment and Society,"1 (For Biology), 9 (For Environmental Sciences)",English,,,,,None,"Winter, Summer",15-May,15-Nov,6 semesters,https://www.proenviron.carsoncenter.uni-muenchen.de/program/index.html,https://www.proenviron.carsoncenter.uni-muenchen.de/program/bewerbung/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4214/,11-May,,,,
1530,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Doctoral Programme Research Training Group 2175 Perception in Context and its Neural Basis,,English,,,,,,Any time,NA,NA,6 semesters,https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/perception_in_context.html,,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4798/,11-May,,,,
1531,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Doctoral Training Programme in the Learning Sciences (DTP-LS),,English,,,,,None,Winter,15-Mar,,6 semesters,http://www.en.mcls.lmu.de/study_programs/dtp/index.html,http://www.en.mcls.lmu.de/study_programs/dtp/deadline/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4127/,11-May,,,,
1555,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Graduate School of Quantitative Biosciences Munich (QBM),1 (For Biology),English,,,,,None,Winter,31-Aug,,More than 9 semesters,https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/qbm.html,https://qbm.genzentrum.lmu.de/application/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4441/,11-May,,,,
1556,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Graduate School of Systemic Neurosciences,3 (For Neuroscience),English,,,,,None,Winter,15-Feb,,6 semesters,https://www.gsn.uni-muenchen.de/about_us/index.html,https://www.gsn.uni-muenchen.de/news/apply_in_2021-22/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4019/,11-May,,,,
1568,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,International Doctoral Programme Transformations in European Societies,,English,,,,,None,Winter,,,6 semesters,https://www.en.transformationsprozesse.ekwee.uni-muenchen.de/b-slider-hauptinhalt/index.html,https://www.en.transformationsprozesse.ekwee.uni-muenchen.de/news/application2015/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4442/,11-May,,,,
1582,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,Munich Graduate School of Economics (MGSE),1 (For Economics),English,,,,,None,Winter,23-Mar,,More than 9 semesters,https://www.mgse.econ.uni-muenchen.de/program/index.html,https://www.mgse.econ.uni-muenchen.de/application/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3767/,11-May,,,,
1583,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,PhD Genomic and Molecular Medicine - Personalised Approaches to Childhood Health,1 (For Molecular Biology),English,,,,,None,Winter,31-Jan,,6 semesters,https://www.en.mmrs.med.uni-muenchen.de/promotionsmoeglichkeiten_en/phd_en/schwerpunktbereiche_en/genomic-molecular/index.html,https://www.en.mmrs.med.uni-muenchen.de/promotionsmoeglichkeiten_en/phd_en/schwerpunktbereiche_en/genomic-molecular/how-to-apply/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6398/,11-May,,,,
1586,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,PhD Medical Research - Epidemiology & Public Health,"1 (For Epidemiology), 2 (For Public Health)",English,,,,,None,Winter,31-Jan,,6 semesters,https://www.ibe.med.uni-muenchen.de/phd-studiengang/index.html,https://www.ibe.med.uni-muenchen.de/phd-studiengang/application/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5296/,11-May,,,,
1587,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,PhD Oral Sciences,1 (For Biology),English,,,,,None,Winter,31-Jan,,6 semesters,https://www.med.uni-muenchen.de/promotion/promotionsmoeglichkeiten/phd/schwerpunktbereiche/oral-sciences1/index.html,https://www.portal.graduatecenter.uni-muenchen.de/ocgc/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7045/,11-May,,,,
1598,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,PhD Programme Medical Research - International Health,1 (For Biology),English,,,,,None,Winter,31-Jan,,6 semesters,https://www.cih.lmu.de/education/study-programs/phd-program,https://www.portal.graduatecenter.uni-muenchen.de/ocgc/mmrs,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4133/,11-May,,,,
1608,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,PhD / Doctorate,Munich,"Trafficking of Immune Cells in Inflammation, Development and Disease (DFG-SFB 914 Integriertes GRK)",1 (For Immunology),English,,,,,None,"Winter, Summer",15-Jul,15-Jan,6 semesters,https://www.sfb914.med.uni-muenchen.de/graduate_program/index.html,https://www.sfb914.med.uni-muenchen.de/graduate_program/drmed_program/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4367/,11-May,,,,
1667,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Logic and Philosophy of Science,,English,,,,,None,Winter,15-Jul,,4 semesters,https://www.mcmp.philosophie.uni-muenchen.de/students/ma/index.html,https://www.mcmp.philosophie.uni-muenchen.de/students/ma/application/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1668,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Meteorology,,English,,,,,None,"Winter, Summer",15-Jul,15-Jan,4 semesters,https://www.physik.lmu.de/en/studies/study-programs/msc-meteorology/index.html,https://www.physik.lmu.de/en/studies/study-programs/applying-to-a-masters-program/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1669,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Physics,,English,,,,,None,"Winter, Summer",15-Jul,15-Jan,4 semesters,https://www.physik.lmu.de/en/studies/study-programs/msc-physics/index.html,https://www.physik.lmu.de/en/studies/study-programs/applying-to-a-masters-program/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1670,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Software Engineering,,English,,,,,None,Winter,1-May,,4 semesters,https://elite-se.informatik.uni-augsburg.de/,https://elite-se.informatik.uni-augsburg.de/application/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1671,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Statistics and Data Science,,English,,,,,None,"Winter, Summer",15-Jul,15-Jan,4 semesters,https://www.statistik.uni-muenchen.de/studium/studieninfos/statistik_im_master/master_statistik/index.html,https://www.efv.verwaltung.uni-muenchen.de/users/sign_in,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1672,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Theoretical and Mathematical Physics,,English,,,,,None,Winter,15-Jul,,4 semesters,https://www.theorie.physik.uni-muenchen.de/TMP/index.html,https://www.theorie.physik.uni-muenchen.de/TMP/application/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1673,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Financial and Insurance Mathematics,,English,,,,,None,Winter,15-Jul,,4 semesters,https://www.en.math.lmu.de/studium/fachstudium/studiengaenge/master_wima/index.html,https://www.pani.pa.uni-muenchen.de/kontaktstellen/kontaktstelle-mathematik/bamamathe/bewerbung_ma_finanz/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1674,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Geomaterials and Geochemistry,,English,,,,,None,Winter,15-Jul,,4 semesters,https://www.en.math.lmu.de/studium/fachstudium/studiengaenge/master_wima/index.html,https://www.lmu.de/de/studium/studienangebot/alle-studienfaecher-und-studiengaenge/geomaterials-and-geochemistry-master-hauptfach-4492.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1675,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Astrophysics,,English,,,,,None,"Winter, Summer",15-Jul,15-Jan,4 semesters,https://www.usm.uni-muenchen.de/MasterofScience_en.php,https://www.lmu.de/en/study/degree-students/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1676,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,English Studies,,English,,,,,None,Winter,1-Jul,,4 semesters,https://www.anglistik.uni-muenchen.de/studium_neu/downloads/master1eng/index.html,https://www.anglistik.uni-muenchen.de/studium_neu/studierende/az_allgemein/ev_master_eng1/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1677,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,"American History, Culture and Society",,English,,,,,None,Winter,1-Jul,,4 semesters,https://www.anglistik.uni-muenchen.de/studium_neu/downloads/master1eng/index.html,https://www.en.amerikanistik.uni-muenchen.de/studium/ma/application/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1678,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Executive Masters of Insurance,,English,,,,,None,Winter,1-Jul,,4 semesters,https://www.eminsurance.bwl.uni-muenchen.de/index.html,https://www.eminsurance.bwl.uni-muenchen.de/application/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1679,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Quantitative Economics,,English,,,,,None,Winter,15-Mar,,4 semesters,https://www.en.mqe.econ.uni-muenchen.de/index.html,https://www.en.mqe.econ.uni-muenchen.de/application/application_process/index.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1680,56,1,Ludwig Maximilian University of Munich,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,International Health,,English,,,,,"€6,000",Winter,31-Mar,,2 semesters,https://www.cih.lmu.de/education/study-programs/master-programs/msc-int-health,https://www.cih.lmu.de/education/study-programs/master-programs/msc-int-health/application,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,,11-May,,,,
1496,56,1,Ludwig Maximilian University of Munich ,https://howtoabroad.com/ludwig-maximilians-university-munich/,Master,Munich,Intensive German Language Course,,German,,,,,Varied,Varied,varied,,6 semesters,https://www.dkfa.de/en/,https://www.dkfa.de/en/online-registration/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/ludwig-maximilians-universitaet-muenchen-lmu-munich-vector-logo-small.png,Prakash,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6279/,11-May,,,,
775,6321,238,Ludwigshafen University of Business and Society,https://howtoabroad.com/ludwigshafen-university-of-business-and-society/,Master,Neustadt an der Weinstraße,"MBA Wine, Sustainability & Sales",,English,,,,,"€3,500",Winter,15-Jul,,4 semesters,https://www.weincampus-neustadt.de/mba,https://www.weincampus-neustadt.de/mba/bewerbung,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/12/ludwigshafen-university-applied-sciences-ludwigshafen-germany.jpg,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4760/,,,,,
851,6321,238,Ludwigshafen University of Business and Society,https://howtoabroad.com/ludwigshafen-university-of-business-and-society/,Master,Neustadt an der Weinstraße,ONLINE Distance Learning Programme Master of Business Administration in International Business Management (MBA) – Internationale Betriebswirtschaftslehre – English language,,English,,,,,"€2,250","Winter, Summer",15-Jun,,4 semesters,https://www.hwg-lu.de/studium/master/international-business-management-mba,"https://online.zfh.de/scripts/mgrqispi.dll?APPNAME=CampusNet&PRGNAME=EXTERNALPAGES&ARGUMENTS=-N000000000000001,-N000299,-AWillkommen%2Etxt",https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/12/ludwigshafen-university-applied-sciences-ludwigshafen-germany.jpg,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5636/,,,,,
1500,6321,238,Ludwigshafen University of Business and Society,https://howtoabroad.com/ludwigshafen-university-of-business-and-society/,Master,Neustadt an der Weinstraße,ONLINE Distance E-Learning Programme Master of Business Administration in International Business Management / Internationale Betriebswirtschaftslehre (MBA),,English,,,,,Varied,"Winter, Summer",30-Jun,15-Jan,4 semesters,https://www.zfh.de/en/for-prospective-students/registration/international-business-management-mba/,"https://online.zfh.de/scripts/mgrqispi.dll?APPNAME=CampusNet&PRGNAME=EXTERNALPAGES&ARGUMENTS=-N000000000000002,-N000309,-Awelcome%2Etxt",https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/12/ludwigshafen-university-applied-sciences-ludwigshafen-germany.jpg,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6936/,,,,,
